
;NB_triplets
Nb triplets;48751

;NB_o
Nb "o";22185

;NB_s
Nb "s";14637

;NB_p
nb "p";6

;ID;NAME;NB
Distribution of linked "o";"Q290940";10
Distribution of linked "o";"Q189170";10
Distribution of linked "o";"Q310621";10
Distribution of linked "o";"Q161074";10
Distribution of linked "o";"Q19595";10
Distribution of linked "o";"19850101";10
Distribution of linked "o";"Q170327";10
Distribution of linked "o";"Q29390";10
Distribution of linked "o";"18820101";10
Distribution of linked "o";"11000101";10
Distribution of linked "o";"19290101";10
Distribution of linked "o";"19140101";10
Distribution of linked "o";"Q285131";10
Distribution of linked "o";"18000101";10
Distribution of linked "o";"19780101";10
Distribution of linked "o";"18680101";10
Distribution of linked "o";"Q694464";10
Distribution of linked "o";"18630101";10
Distribution of linked "o";"Q749113";10
Distribution of linked "o";"Q1627564";10
Distribution of linked "o";"Q244317";10
Distribution of linked "o";"Q64884";10
Distribution of linked "o";"Q2255212";10
Distribution of linked "o";"Q181216";10
Distribution of linked "o";"Q297858";10
Distribution of linked "o";"Q537325";10
Distribution of linked "o";"19010101";10
Distribution of linked "o";"18870101";10
Distribution of linked "o";"Q986529";10
Distribution of linked "o";"Q6722853";10
Distribution of linked "o";"Q2446294";10
Distribution of linked "o";"Q170134";10
Distribution of linked "o";"Q1154002";10
Distribution of linked "o";"Q186262";10
Distribution of linked "o";"Q2658729";10
Distribution of linked "o";"Q723489";10
Distribution of linked "o";"Q732929";10
Distribution of linked "o";"Q316789";10
Distribution of linked "o";"Q3327940";10
Distribution of linked "o";"Q6954570";10
Distribution of linked "o";"Q7589708";10
Distribution of linked "o";"Q268208";10
Distribution of linked "o";"Q5315710";10
Distribution of linked "o";"Q3543925";10
Distribution of linked "o";"Q129673";10
Distribution of linked "o";"Q593708";10
Distribution of linked "o";"Q211477";10
Distribution of linked "o";"Q221525";9
Distribution of linked "o";"Q749589";9
Distribution of linked "o";"Q42104";9
Distribution of linked "o";"Q18527";9
Distribution of linked "o";"Q490586";9
Distribution of linked "o";"Q3873527";9
Distribution of linked "o";"19210101";9
Distribution of linked "o";"Q23925713";9
Distribution of linked "o";"Q19592";9
Distribution of linked "o";"Q19512";9
Distribution of linked "o";"Q2272209";9
Distribution of linked "o";"Q139399";9
Distribution of linked "o";"Q5775768";9
Distribution of linked "o";"Q2259417";9
Distribution of linked "o";"Q318698";9
Distribution of linked "o";"Q756695";9
Distribution of linked "o";"Q2106369";9
Distribution of linked "o";"Q476880";9
Distribution of linked "o";"Q3590364";9
Distribution of linked "o";"02000101";9
Distribution of linked "o";"Q2735059";9
Distribution of linked "o";"Q848642";9
Distribution of linked "o";"Q5132136";9
Distribution of linked "o";"Q727147";9
Distribution of linked "o";"19100101";9
Distribution of linked "o";"Q196107";9
Distribution of linked "o";"Q483738";9
Distribution of linked "o";"Q169637";9
Distribution of linked "o";"Q9306853";9
Distribution of linked "o";"Q14753120";9
Distribution of linked "o";"Q19462";9
Distribution of linked "o";"Q603394";9
Distribution of linked "o";"Q2031858";9
Distribution of linked "o";"Q584316";9
Distribution of linked "o";"19230101";9
Distribution of linked "o";"Q19587";9
Distribution of linked "o";"18960101";9
Distribution of linked "o";"Q7863009";9
Distribution of linked "o";"Q272712";9
Distribution of linked "o";"Q742685";9
Distribution of linked "o";"Q113788";9
Distribution of linked "o";"Q1294346";9
Distribution of linked "o";"18920101";9
Distribution of linked "o";"18130101";9
Distribution of linked "o";"Q157020";9
Distribution of linked "o";"Q2205589";9
Distribution of linked "o";"19110101";9
Distribution of linked "o";"Q1061615";9
Distribution of linked "o";"Q7924284";9
Distribution of linked "o";"18660101";9
Distribution of linked "o";"19350101";9
Distribution of linked "o";"Q768253";9
Distribution of linked "o";"Q1585149";9
Distribution of linked "o";"18800101";9
Distribution of linked "o";"Q684205";9
Distribution of linked "o";"Q666059";9
Distribution of linked "o";"Q4006951";9
Distribution of linked "o";"Q959341";9
Distribution of linked "o";"Q15222365";9
Distribution of linked "o";"Q352251";9
Distribution of linked "o";"Q1067750";9
Distribution of linked "o";"Q172221";9
Distribution of linked "o";"Q325195";9
Distribution of linked "o";"Q216459";9
Distribution of linked "o";"Q1726461";9
Distribution of linked "o";"Q239663";9
Distribution of linked "o";"Q6750620";9
Distribution of linked "o";"Q4923485";9
Distribution of linked "o";"Q999035";9
Distribution of linked "o";"Q2570033";9
Distribution of linked "o";"Q819354";9
Distribution of linked "o";"Q3658577";9
Distribution of linked "o";"Q994811";9
Distribution of linked "o";"Q9173213";9
Distribution of linked "o";"Q23058207";9
Distribution of linked "o";"Q959086";9
Distribution of linked "o";"Q296050";9
Distribution of linked "o";"Q6954562";9
Distribution of linked "o";"Q7009120";9
Distribution of linked "o";"Q18526";9
Distribution of linked "o";"Q1152000";9
Distribution of linked "o";"Q1418838";9
Distribution of linked "o";"Q170040";8
Distribution of linked "o";"Q3924852";8
Distribution of linked "o";"Q206828";8
Distribution of linked "o";"Q6641";8
Distribution of linked "o";"Q204357";8
Distribution of linked "o";"14000101";8
Distribution of linked "o";"Q151623";8
Distribution of linked "o";"Q144394";8
Distribution of linked "o";"Q18516";8
Distribution of linked "o";"Q19495";8
Distribution of linked "o";"Q210961";8
Distribution of linked "o";"Q16525407";8
Distribution of linked "o";"19800101";8
Distribution of linked "o";"Q202660";8
Distribution of linked "o";"Q814738";8
Distribution of linked "o";"Q3590479";8
Distribution of linked "o";"15400101";8
Distribution of linked "o";"Q1584552";8
Distribution of linked "o";"Q289656";8
Distribution of linked "o";"15500101";8
Distribution of linked "o";"Q1387584";8
Distribution of linked "o";"Q270051";8
Distribution of linked "o";"Q211733";8
Distribution of linked "o";"10000101";8
Distribution of linked "o";"Q1806057";8
Distribution of linked "o";"Q374069";8
Distribution of linked "o";"19870101";8
Distribution of linked "o";"Q2479641";8
Distribution of linked "o";"Q16256009";8
Distribution of linked "o";"Q223566";8
Distribution of linked "o";"19730101";8
Distribution of linked "o";"Q738846";8
Distribution of linked "o";"Q44270";8
Distribution of linked "o";"Q2631312";8
Distribution of linked "o";"Q696514";8
Distribution of linked "o";"Q844509";8
Distribution of linked "o";"18600101";8
Distribution of linked "o";"Q192376";8
Distribution of linked "o";"Q1426344";8
Distribution of linked "o";"18770101";8
Distribution of linked "o";"19190101";8
Distribution of linked "o";"Q390326";8
Distribution of linked "o";"Q609554";8
Distribution of linked "o";"Q162417";8
Distribution of linked "o";"18710101";8
Distribution of linked "o";"18690101";8
Distribution of linked "o";"Q610621";8
Distribution of linked "o";"Q2376528";8
Distribution of linked "o";"Q190526";8
Distribution of linked "o";"18500101";8
Distribution of linked "o";"18620101";8
Distribution of linked "o";"Q263320";8
Distribution of linked "o";"Q386139";8
Distribution of linked "o";"Q4139993";8
Distribution of linked "o";"Q2288370";8
Distribution of linked "o";"Q126301";8
Distribution of linked "o";"Q748725";8
Distribution of linked "o";"19820101";8
Distribution of linked "o";"Q24904";8
Distribution of linked "o";"15320101";8
Distribution of linked "o";"Q2576229";8
Distribution of linked "o";"Q846368";8
Distribution of linked "o";"Q692571";8
Distribution of linked "o";"Q819419";8
Distribution of linked "o";"Q188568";8
Distribution of linked "o";"Q176795";8
Distribution of linked "o";"Q5029522";8
Distribution of linked "o";"Q13363064";8
Distribution of linked "o";"Q164334";8
Distribution of linked "o";"Q690067";8
Distribution of linked "o";"Q1210621";8
Distribution of linked "o";"Q671317";8
Distribution of linked "o";"Q180857";8
Distribution of linked "o";"Q692691";8
Distribution of linked "o";"Q3044339";8
Distribution of linked "o";"Q854167";8
Distribution of linked "o";"Q586617";8
Distribution of linked "o";"Q4313463";8
Distribution of linked "o";"Q847499";8
Distribution of linked "o";"Q289720";8
Distribution of linked "o";"Q1389899";8
Distribution of linked "o";"Q3589754";8
Distribution of linked "o";"Q4475719";8
Distribution of linked "o";"Q2254157";8
Distribution of linked "o";"Q301431";8
Distribution of linked "o";"Q516425";8
Distribution of linked "o";"Q482540";8
Distribution of linked "o";"Q2914071";8
Distribution of linked "o";"Q48911";7
Distribution of linked "o";"18640101";7
Distribution of linked "o";"19270101";7
Distribution of linked "o";"Q2628155";7
Distribution of linked "o";"15280101";7
Distribution of linked "o";"Q263829";7
Distribution of linked "o";"Q419974";7
Distribution of linked "o";"Q16847600";7
Distribution of linked "o";"Q8812";7
Distribution of linked "o";"Q16841704";7
Distribution of linked "o";"18100101";7
Distribution of linked "o";"19130101";7
Distribution of linked "o";"Q2454929";7
Distribution of linked "o";"Q2462207";7
Distribution of linked "o";"18780101";7
Distribution of linked "o";"Q1886";7
Distribution of linked "o";"Q276533";7
Distribution of linked "o";"Q8639";7
Distribution of linked "o";"Q308683";7
Distribution of linked "o";"Q75729";7
Distribution of linked "o";"Q260559";7
Distribution of linked "o";"18440101";7
Distribution of linked "o";"Q790195";7
Distribution of linked "o";"Q464810";7
Distribution of linked "o";"Q289339";7
Distribution of linked "o";"18650101";7
Distribution of linked "o";"Q172020";7
Distribution of linked "o";"Q12278";7
Distribution of linked "o";"Q5132102";7
Distribution of linked "o";"Q207373";7
Distribution of linked "o";"Q5212629";7
Distribution of linked "o";"Q29115";7
Distribution of linked "o";"Q16699894";7
Distribution of linked "o";"Q243235";7
Distribution of linked "o";"Q128109";7
Distribution of linked "o";"Q1781239";7
Distribution of linked "o";"Q513237";7
Distribution of linked "o";"Q643107";7
Distribution of linked "o";"14900101";7
Distribution of linked "o";"18310101";7
Distribution of linked "o";"18320101";7
Distribution of linked "o";"Q203976";7
Distribution of linked "o";"Q644157";7
Distribution of linked "o";"Q2406451";7
Distribution of linked "o";"Q1785447";7
Distribution of linked "o";"Q19585";7
Distribution of linked "o";"Q795978";7
Distribution of linked "o";"19080101";7
Distribution of linked "o";"Q9213751";7
Distribution of linked "o";"Q1026324";7
Distribution of linked "o";"Q602987";7
Distribution of linked "o";"Q856619";7
Distribution of linked "o";"Q585958";7
Distribution of linked "o";"Q430190";7
Distribution of linked "o";"Q1024463";7
Distribution of linked "o";"Q944169";7
Distribution of linked "o";"Q7892299";7
Distribution of linked "o";"19060101";7
Distribution of linked "o";"18910101";7
Distribution of linked "o";"Q49088";7
Distribution of linked "o";"Q191264";7
Distribution of linked "o";"20000000";7
Distribution of linked "o";"Q2664238";7
Distribution of linked "o";"Q849166";7
Distribution of linked "o";"Q235411";7
Distribution of linked "o";"Q1082290";7
Distribution of linked "o";"Q1090574";7
Distribution of linked "o";"Q459794";7
Distribution of linked "o";"19980101";7
Distribution of linked "o";"19050101";7
Distribution of linked "o";"19900101";7
Distribution of linked "o";"Q872089";7
Distribution of linked "o";"Q3627010";7
Distribution of linked "o";"19150101";7
Distribution of linked "o";"19770101";7
Distribution of linked "o";"Q4816008";7
Distribution of linked "o";"Q5187078";7
Distribution of linked "o";"19220101";7
Distribution of linked "o";"18580101";7
Distribution of linked "o";"Q603133";7
Distribution of linked "o";"Q385222";7
Distribution of linked "o";"Q618520";7
Distribution of linked "o";"19810101";7
Distribution of linked "o";"Q721418";7
Distribution of linked "o";"Q8857";7
Distribution of linked "o";"Q1103168";7
Distribution of linked "o";"Q1191998";7
Distribution of linked "o";"Q204881";7
Distribution of linked "o";"Q188430";7
Distribution of linked "o";"Q13405481";7
Distribution of linked "o";"Q3589940";7
Distribution of linked "o";"18840101";7
Distribution of linked "o";"Q392310";7
Distribution of linked "o";"18460101";7
Distribution of linked "o";"18760101";7
Distribution of linked "o";"Q1344306";7
Distribution of linked "o";"Q3590274";7
Distribution of linked "o";"Q3063069";7
Distribution of linked "o";"Q524378";7
Distribution of linked "o";"Q2018";7
Distribution of linked "o";"Q533974";7
Distribution of linked "o";"Q460494";7
Distribution of linked "o";"Q318969";7
Distribution of linked "o";"Q3589882";7
Distribution of linked "o";"Q3590737";7
Distribution of linked "o";"Q972741";7
Distribution of linked "o";"Q4285478";7
Distribution of linked "o";"Q2570014";7
Distribution of linked "o";"Q42412";7
Distribution of linked "o";"Q6413492";7
Distribution of linked "o";"Q946297";7
Distribution of linked "o";"Q614987";7
Distribution of linked "o";"Q812719";7
Distribution of linked "o";"Q630112";7
Distribution of linked "o";"Q570228";7
Distribution of linked "o";"Q20631356";7
Distribution of linked "o";"Q289482";7
Distribution of linked "o";"Q761583";7
Distribution of linked "o";"Q24719";7
Distribution of linked "o";"Q815890";7
Distribution of linked "o";"Q875889";7
Distribution of linked "o";"Q788363";7
Distribution of linked "o";"Q3590668";7
Distribution of linked "o";"Q10407";7
Distribution of linked "o";"Q849544";7
Distribution of linked "o";"Q633223";7
Distribution of linked "o";"Q816763";7
Distribution of linked "o";"Q429630";7
Distribution of linked "o";"Q6954550";7
Distribution of linked "o";"Q18703852";7
Distribution of linked "o";"Q13748201";7
Distribution of linked "o";"Q1131732";7
Distribution of linked "o";"Q3997037";7
Distribution of linked "o";"Q13583120";7
Distribution of linked "o";"Q1023199";7
Distribution of linked "o";"Q1140598";7
Distribution of linked "o";"Q1769491";7
Distribution of linked "o";"Q272097";7
Distribution of linked "o";"Q189018";7
Distribution of linked "o";"Q120064";7
Distribution of linked "o";"Q298267";6
Distribution of linked "o";"17000101";6
Distribution of linked "o";"Q2628485";6
Distribution of linked "o";"14800101";6
Distribution of linked "o";"Q144396";6
Distribution of linked "o";"Q7886397";6
Distribution of linked "o";"Q19571";6
Distribution of linked "o";"Q19598";6
Distribution of linked "o";"Q19634";6
Distribution of linked "o";"Q48953";6
Distribution of linked "o";"Q18729";6
Distribution of linked "o";"Q3632340";6
Distribution of linked "o";"18550101";6
Distribution of linked "o";"Q126334";6
Distribution of linked "o";"Q190916";6
Distribution of linked "o";"18490101";6
Distribution of linked "o";"Q18510";6
Distribution of linked "o";"18390101";6
Distribution of linked "o";"Q2627193";6
Distribution of linked "o";"Q657156";6
Distribution of linked "o";"Q285722";6
Distribution of linked "o";"15980101";6
Distribution of linked "o";"Q121783";6
Distribution of linked "o";"Q160532";6
Distribution of linked "o";"Q1857064";6
Distribution of linked "o";"Q292618";6
Distribution of linked "o";"Q2713901";6
Distribution of linked "o";"Q870182";6
Distribution of linked "o";"Q940001";6
Distribution of linked "o";"Q11945";6
Distribution of linked "o";"Q687297";6
Distribution of linked "o";"Q298518";6
Distribution of linked "o";"Q11971";6
Distribution of linked "o";"Q3589826";6
Distribution of linked "o";"16900101";6
Distribution of linked "o";"Q179075";6
Distribution of linked "o";"Q12236";6
Distribution of linked "o";"Q6124085";6
Distribution of linked "o";"Q738060";6
Distribution of linked "o";"Q363708";6
Distribution of linked "o";"Q207462";6
Distribution of linked "o";"Q7569724";6
Distribution of linked "o";"Q17521353";6
Distribution of linked "o";"Q1786833";6
Distribution of linked "o";"Q169165";6
Distribution of linked "o";"19200101";6
Distribution of linked "o";"19840101";6
Distribution of linked "o";"Q2229763";6
Distribution of linked "o";"Q1386854";6
Distribution of linked "o";"Q221766";6
Distribution of linked "o";"18290101";6
Distribution of linked "o";"Q509510";6
Distribution of linked "o";"18740101";6
Distribution of linked "o";"Q692856";6
Distribution of linked "o";"Q1368488";6
Distribution of linked "o";"Q7827898";6
Distribution of linked "o";"Q1062259";6
Distribution of linked "o";"Q602515";6
Distribution of linked "o";"Q725332";6
Distribution of linked "o";"Q2710";6
Distribution of linked "o";"18190101";6
Distribution of linked "o";"17780101";6
Distribution of linked "o";"Q2661174";6
Distribution of linked "o";"18560101";6
